Document Type,PO_No,Buy-from Vendor No.,Pay-to Vendor No.,Pay-to Name,Pay-to Name 2,Pay-to Address,Pay-to Address 2,Pay-to City,Pay-to Contact,Your Reference,Ship-to Code,Ship-to Name,Ship-to Name 2,Ship-to Address,Ship-to Address 2,Ship-to City,Ship-to Contact,Order_Date,Posting Date,Expected Receipt Date,Posting Description,Payment Terms Code,Due Date,Payment Discount %,Pmt. Discount Date,Shipment Method Code,Location Code,Shortcut Dimension 1 Code,Shortcut Dimension 2 Code,Vendor Posting Group,Currency Code,Currency Factor,Prices Including VAT,Invoice Disc. Code,Language Code,Format Region,Purchaser Code,Order Class,No. Printed,On Hold,Applies-to Doc. Type,Applies-to Doc. No.,Bal. Account No.,Receive,Invoice,Print Posted Documents,Receiving No.,Posting No.,Last_Receiving_No,Last Posting No.,Vendor Order No.,Vendor Shipment No.,Vendor Invoice No.,Vendor Cr. Memo No.,VAT Registration No.,Sell-to Customer No.,Reason Code,Gen. Bus. Posting Group,Transaction Nature Code,Transport Method,VAT Country/Region Code,Vendor,Buy-from Vendor Name 2,Buy-from Address,Buy-from Address 2,Buy-from City,Buy-from Contact,Pay-to Postcode,Pay-to County,Pay-to Country/Region Code,Buy-from Postcode,Buy-from County,Buy-from Country/Region Code,Ship-to Postcode,Ship-to County,Ship-to Country/Region Code,Bal. Account Type,Order Address Code,Entry Point,Correction,Document Date,Area,Transaction Specification,Payment Method Code,No. Series,Posting No. Series,Receiving No. Series,VAT Area Code,VAT Liable,VAT Bus. Posting Group,Applies-to ID,VAT Base Discount %,Status,Invoice Discount Calculation,Invoice Discount Value,Send IC Document,IC Status,Buy-from IC Partner Code,Pay-to IC Partner Code,IC Reference Document No.,IC Direction,Prepayment No.,Last Prepayment No.,Prepmt. Cr. Memo No.,Last Prepmt. Cr. Memo No.,Prepayment %,Prepayment No. Series,Compress Prepayment,Prepayment Due Date,Prepmt. Cr. Memo No. Series,Prepmt. Posting Description,Prepmt. Pmt. Discount Date,Prepmt. Payment Terms Code,Prepmt. Payment Discount %,Quote No.,Job Queue Status,Job Queue Entry ID,Incoming Document Entry No.,Creditor No.,Payment Reference,Invoice Received Date,Journal Template Name,VAT Date,Ship-to Phone No.,Dimension Set ID,Remit-to Code,Doc. No. Occurrence,Campaign No.,Buy-from Contact No.,Pay-to Contact No.,Responsibility Centre,Posting from Whse. Ref.,Requested Receipt Date,Promised Receipt Date,Lead Time Calculation,Inbound Whse. Handling Time,Vendor Authorisation No.,Return Shipment No.,Return Shipment No. Series,Ship,Last Return Shipment No.,E-Document Link,Price Calculation Method,Recurring Billing,Assigned User ID,Doc. Amount Incl. VAT,Doc. Amount VAT,Nature of Supply,GST Vendor Type,Associated Enterprises,Invoice Type,GST Inv. Rounding Precision,GST Inv. Rounding Type,Supply Finish Date,Payment Date,Rate Change Applicable,GST Reason Type,GST Input Service Distribution,RCM Exempt,GST Order Address State,Vendor GST Reg. No.,Location State Code,Location GST Reg. No.,Order Address GST Reg. No.,Bill to-Location(POS),Vehicle No.,Shipping Agent Code,Shipping Agent Service Code,Distance (Km),Vehicle Type,Reference Invoice No.,Without Bill Of Entry,E-Way Bill No.,POS as Vendor State,POS Out Of India,Bill of Entry No.,Bill of Entry Date,GST Invoice,Bill of Entry Value,Trading,Subcontracting,Subcon. Order No.,Subcon. Order Line No.,SubConPostLine,Subcon. Multiple Receipt,State,Charge Group Code,Third Party,Charge Refernce Invoice No.,Include GST in TDS Base,Short Closed,Short Close Reason Code,Cancel Reason Code,Cancelled,Order Type,Quote Compare No.,RFQ No.,RFQ Date,IndentNo,Remarks,Large Text,Receipt_Date,Days_To_Receive,SLA_Status,Month,Quarter,Within_SLA_Pct
Order,PO/AND/26/00088,OMI-1014,OMI-1014,OM INDUSTRIES-NEW,,"GALA NO.3, MURLIDAR VOMPOUND,ULHASNAGAR-3, THANE-421003",,Ulhasnagar,,,,PM CONA Industries Pvt Ltd,,"28, Shreenath Industrial Estate","Off. Mahakali Caves Road, Mumbai",Mumbai,Saraswati Rawat,2025-05-01,,,Order PO/AND/26/00088,C006,2025-06-30,0,2025-05-01,,LF-AND-28,LF-AND-28,,RM,,0,False,OMI-1014,,,,,0,,,,,True,False,False,,,PPR/AND/26/00346,,,,11,,,,,DOMESTIC,,,,OM INDUSTRIES-NEW,,"GALA NO.3, MURLIDAR VOMPOUND,ULHASNAGAR-3, THANE-421003",,Ulhasnagar,,421003.0,IN,,421003.0,IN,,400093.0,,IN,G/L Account,,,False,2025-05-01,,,,,PPIAND,PPRAND,,False,,,0,Released,,0,False,New,,,,Outgoing,,,,,0,,True,2025-06-30,,,2025-05-01,C006,0,,,{00000000-0000-0000-0000-000000000000},,,,2025-05-05,,2025-05-05,9920121947.0,31.0,,1,,,,,0,,,,,,,,False,,{00000000-0000-0000-0000-000000000000},Lowest Price,False,,0,0,B2B,Registered,False,,0,Nearest,,,False,,False,False,,27BQFPG0431F1ZD,MH,27AAICC3300Q1ZI,,,,,,0,,,False,,False,False,,,False,0,False,False,,0,0,False,MH,,False,,False,False,,,False,,,,,PI/26/000030,,,2025-05-05,4,On-Time,2025-05,2025Q2,34.59
Order,PO/AND/26/00089,GIR-0809,GIR-0809,GIRI ENTERPRISES,,"POWAI FILTER PATHAN WADIAAREY COLONY ROAD POST NITTE,MUMBAI-400087",,MUMBAI,,,,PM CONA Industries Pvt Ltd,,"28, Shreenath Industrial Estate","Off. Mahakali Caves Road, Mumbai",Mumbai,Saraswati Rawat,2025-05-01,,,Order PO/AND/26/00089,C004,2025-06-26,0,2025-05-27,,LF-AND-28,LF-AND-28,,RM,,0,False,GIR-0809,,,,,0,,,,,True,False,False,,,PPR/AND/26/00497,,,,44,,,,,DOMESTIC,,,,GIRI ENTERPRISES,,"POWAI FILTER PATHAN WADIAAREY COLONY ROAD POST NITTE,MUMBAI-400087",,MUMBAI,,400087.0,IN,,400087.0,IN,,400093.0,,IN,G/L Account,,,False,2025-05-27,,,,,PPIAND,PPRAND,,False,,,0,Short Closed,,0,False,New,,,,Outgoing,,,,,0,,True,2025-06-26,,,2025-05-27,C004,0,,,{00000000-0000-0000-0000-000000000000},,,,2025-05-27,,2025-05-27,9920121947.0,31.0,,1,,CT000004,CT000004,,0,,,,,,,,False,,{00000000-0000-0000-0000-000000000000},Lowest Price,False,,0,0,B2B,Registered,False,,0,Nearest,,,False,,False,False,,27AJHPG1111A1Z5,MH,27AAICC3300Q1ZI,,,,,,0,,,False,,False,False,,,False,0,False,False,,0,0,False,MH,,False,,False,True,1.0,,False,,,,,PI/26/000030,,,2025-05-27,26,Late,2025-05,2025Q2,34.59
Order,PO/AND/26/00090,MEL-0965,MEL-0965,MELCON PLASTICS,,MELCON PLASTIC UNIT NO 15 NEW NANDU INDMAHAKALI CAVES ROAD ANDHERI(E),,Mumbai,,,,PM CONA Industries Pvt Ltd,,"28, Shreenath Industrial Estate","Off. Mahakali Caves Road, Mumbai",Mumbai,Saraswati Rawat,2025-05-01,,,Order PO/AND/26/00090,C004,2025-06-27,0,2025-05-28,,LF-AND-28,LF-AND-28,,RM,,0,False,MEL-0965,,,,,0,,,,,True,False,False,,,PPR/AND/26/00524,,,,094/25-26,,,,,DOMESTIC,,,IN,MELCON PLASTICS,,MELCON PLASTIC UNIT NO 15 NEW NANDU INDMAHAKALI CAVES ROAD ANDHERI(E),,Mumbai,,400093.0,,IN,400093.0,,IN,400093.0,,IN,G/L Account,,,False,2025-05-28,,,,,PPIAND,PPRAND,,False,,,0,Short Closed,,0,False,New,,,,Outgoing,,,,,0,,True,2025-06-27,,,2025-05-28,C004,0,,,{00000000-0000-0000-0000-000000000000},,,,2025-05-28,,2025-05-28,9920121947.0,31.0,,1,,CT000005,CT000005,,0,,,,,,,,False,,{00000000-0000-0000-0000-000000000000},Lowest Price,False,,0,0,B2B,Registered,False,,0,Nearest,,,False,,False,False,,27AAAFM2986M1ZS,MH,27AAICC3300Q1ZI,,,,,,0,,,False,,False,False,,,False,0,False,False,,0,0,False,MH,,False,,False,True,1.0,,False,,,,,PI/26/000030,,,2025-05-28,27,Late,2025-05,2025Q2,34.59
Order,PO/AND/26/00091,TAN-1248,TAN-1248,TANISHA ENTERPRISES,,"GALA NO. D-3, PRAGATI SOCIETY, DSOUZA COMP, SAFED POOL, PIPE LINE, K.A.ROAD, KURLA (W),",,Kurla (West),,,,PM CONA Industries Pvt Ltd,,"28, Shreenath Industrial Estate","Off. Mahakali Caves Road, Mumbai",Mumbai,Saraswati Rawat,2025-05-01,,,Order PO/AND/26/00091,C004,2025-06-25,0,2025-05-26,,LF-AND-28,LF-AND-28,,RM,,0,False,TAN-1248,,,,,0,,,,,True,False,False,,,PPR/AND/26/00478,,,,18/25-26,,,,,DOMESTIC,,,,TANISHA ENTERPRISES,,"GALA NO. D-3, PRAGATI SOCIETY, DSOUZA COMP, SAFED POOL, PIPE LINE, K.A.ROAD, KURLA (W),",,Kurla (West),,400072.0,IN,,400072.0,IN,,400093.0,,IN,G/L Account,,,False,2025-05-26,,,,,PPIAND,PPRAND,,False,,,0,Short Closed,,0,False,New,,,,Outgoing,,,,,0,,True,2025-06-25,,,2025-05-26,C004,0,,,{00000000-0000-0000-0000-000000000000},,,,2025-05-26,,2025-05-26,9920121947.0,31.0,,1,,CT000014,CT000014,,0,,,,,,,,False,,{00000000-0000-0000-0000-000000000000},Lowest Price,False,,0,0,B2B,Registered,False,,0,Nearest,,,False,,False,False,,27BEEPD6697H1Z6,MH,27AAICC3300Q1ZI,,,,,,0,,,False,,False,False,,,False,0,False,False,,0,0,False,MH,,False,,False,True,1.0,,False,,,,,PI/26/000030,,,2025-05-26,25,Late,2025-05,2025Q2,34.59
Order,PO/AND/26/00092,S.P-477,S.P-477,S.PLASTICS,,"Gala No.137,Ashirwad Industrial Estate,Building No 5, Ram Mandir Road, Goregaon West",,MUMBAI,,,,PM CONA Industries Pvt Ltd,,"28, Shreenath Industrial Estate","Off. Mahakali Caves Road, Mumbai",Mumbai,Saraswati Rawat,2025-05-01,2025-06-28,,Order PO/AND/26/00092,C004,2025-07-28,0,2025-06-28,,LF-AND-28,LF-AND-28,,RM,,0,False,S.P-477,,,,,0,,,,,True,False,False,,,PPR/AND/26/00841,,,,SP:2025-26:69,,,,,DOMESTIC,,,IN,S.PLASTICS,,"Gala No.137,Ashirwad Industrial Estate,Building No 5, Ram Mandir Road, Goregaon West",,MUMBAI,,400104.0,IN,IN,400104.0,IN,IN,400093.0,,IN,G/L Account,,,False,2025-06-28,,,,,PPIAND,PPRAND,,False,,,0,Short Closed,,0,False,New,,,,Outgoing,,,,,0,,True,2025-07-28,,,2025-06-28,C004,0,,,{00000000-0000-0000-0000-000000000000},,,,2025-06-28,,2025-06-28,9920121947.0,31.0,,1,,CT000012,CT000012,,0,,,,,,,,False,,{00000000-0000-0000-0000-000000000000},Lowest Price,False,,0,0,B2B,Registered,False,,0,Nearest,,,False,,False,False,,27ABHPY8275F1ZZ,MH,27AAICC3300Q1ZI,,,,,,0,,,False,,False,False,,,False,0,False,False,,0,0,False,MH,,False,,False,True,1.0,,False,,,,,PI/26/000030,,,2025-06-28,58,Late,2025-05,2025Q2,34.59
Order,PO/AND/26/00093,SUP-484,SUP-484,Supreme Innovations,,"B-5, New Empire indl estate, Kondivita road, J.B.Nagar",,Andheri East,,,,PM CONA Industries Pvt Ltd,,"28, Shreenath Industrial Estate","Off. Mahakali Caves Road, Mumbai",Mumbai,Saraswati Rawat,2025-05-01,,,Order PO/AND/26/00093,C004,2025-06-20,0,2025-05-21,,LF-AND-28,LF-AND-28,,RM,,0,False,SUP-484,,,,,0,,,,,True,False,False,,,PPR/AND/26/00520,,,,042/25-26,,,,,DOMESTIC,,,IN,Supreme Innovations,,"B-5, New Empire indl estate, Kondivita road, J.B.Nagar",,Andheri East,,400059.0,IN,IN,400059.0,IN,IN,400093.0,,IN,G/L Account,,,False,2025-05-21,,,,,PPIAND,PPRAND,,False,,,0,Short Closed,,0,False,New,,,,Outgoing,,,,,0,,True,2025-06-20,,,2025-05-21,C004,0,,,{00000000-0000-0000-0000-000000000000},,,,2025-05-21,,2025-05-21,9920121947.0,31.0,,1,,CT000246,CT000246,,0,,,,,,,,False,,{00000000-0000-0000-0000-000000000000},Lowest Price,False,,0,0,B2B,Registered,False,,0,Nearest,,,False,,False,False,,27AAAPA8928R1Z7,MH,27AAICC3300Q1ZI,,,,,,0,,,False,,False,False,,,False,0,False,False,,0,0,False,MH,,False,,False,True,1.0,,False,,,,,PI/26/000030,,,2025-05-21,20,Late,2025-05,2025Q2,34.59
Order,PO/AND/26/00094,ME&-0966,ME&-0966,MODERN ENGINEERING & SPRING COMPANY,,"BLDG 11A, ARROW IND ESTATE, BLDG 1-E SHREEJI IND ESTATE, KT IND PARK PHASE-1","BILLALPADA, GAURIPADA VASAI (E)",Vasai (East),,,,PM CONA Industries Pvt Ltd,,"28, Shreenath Industrial Estate","Off. Mahakali Caves Road, Mumbai",Mumbai,Saraswati Rawat,2025-05-01,,,Order PO/AND/26/00094,C006,2025-07-11,0,2025-05-12,,LF-AND-28,LF-AND-28,,RM,,0,False,ME&-0966,,,,,0,,,,,True,False,False,,,PPR/AND/26/00380,,,,TX25-26/0546,,,,,DOMESTIC,,,IN,MODERN ENGINEERING & SPRING COMPANY,,"BLDG 11A, ARROW IND ESTATE, BLDG 1-E SHREEJI IND ESTATE, KT IND PARK PHASE-1","BILLALPADA, GAURIPADA VASAI (E)",Vasai (East),,401208.0,,IN,401208.0,,IN,400093.0,,IN,G/L Account,,,False,2025-05-12,,,,,PPIAND,PPRAND,,False,,,0,Released,,0,False,New,,,,Outgoing,,,,,0,,True,2025-07-11,,,2025-05-12,C006,0,,,{00000000-0000-0000-0000-000000000000},,,,2025-05-13,,2025-05-13,9920121947.0,31.0,,1,,,,,0,,,,,,,,False,,{00000000-0000-0000-0000-000000000000},Lowest Price,False,,0,0,B2B,Registered,False,,0,Nearest,,,False,,False,False,,27AAAFM1412C1Z2,MH,27AAICC3300Q1ZI,,,,,,0,,,False,,False,False,,,False,0,False,False,,0,0,False,MH,,False,,False,False,,,False,,,,,PI/26/000030,,,2025-05-13,12,Late,2025-05,2025Q2,34.59
Order,PO/AND/26/00095,GRI-0819,GRI-0819,G R INDUSTRIES,,"Baba Mangatram Saheb Ki Kutiya, HOSPITAL ROAD, OPPOSITE TOWN HALL","PLOT NO. 90 A, Siinmukh MakhUlhasnagar, Kalyan",Ulhasnagar,,,,PM CONA Industries Pvt Ltd,,"28, Shreenath Industrial Estate","Off. Mahakali Caves Road, Mumbai",Mumbai,Saraswati Rawat,2025-05-01,,,Order PO/AND/26/00095,C006,2025-07-14,0,2025-05-15,,LF-AND-28,LF-AND-28,,RM,,0,False,GRI-0819,,,,,0,,,,,True,False,False,,,PPR/AND/26/00387,,,,35/25-26,,,,,DOMESTIC,,,,G R INDUSTRIES,,"Baba Mangatram Saheb Ki Kutiya, HOSPITAL ROAD, OPPOSITE TOWN HALL","PLOT NO. 90 A, Siinmukh MakhUlhasnagar, Kalyan",Ulhasnagar,,421003.0,IN,,421003.0,IN,,400093.0,,IN,G/L Account,,,False,2025-05-15,,,,,PPIAND,PPRAND,,False,,,0,Released,,0,False,New,,,,Outgoing,,,,,0,,True,2025-07-14,,,2025-05-15,C006,0,,,{00000000-0000-0000-0000-000000000000},,,,2025-05-15,,2025-05-15,9920121947.0,31.0,,1,,,,,0,,,,,,,,False,,{00000000-0000-0000-0000-000000000000},Lowest Price,False,,0,0,B2B,Registered,False,,0,Nearest,,,False,,False,False,,27AAYFG0056E1ZA,MH,27AAICC3300Q1ZI,,,,,,0,,,False,,False,False,,,False,0,False,False,,0,0,False,MH,,False,,False,False,,,False,,,,,PI/26/000030,,,2025-05-15,14,Late,2025-05,2025Q2,34.59
Order,PO/AND/26/00105,WIT-1319,WIT-1319,WITCO POTTERIES,,"Witco Road , ThangadhDist - Surendranagar",,Silvassa,,,,PM CONA Industries Pvt Ltd,,"28, Shreenath Industrial Estate","Off. Mahakali Caves Road, Mumbai",Mumbai,Saraswati Rawat,2025-05-01,2025-05-24,,Order PO/AND/26/00105,C006,2025-07-20,0,2025-05-21,,LF-AND-28,LF-AND-28,,RM,,0,False,WIT-1319,,,,,0,,,,,True,False,False,,,PPR/AND/26/00848,,,,14,,,,,DOMESTIC,,,,WITCO POTTERIES,,"Witco Road , ThangadhDist - Surendranagar",,Silvassa,,363530.0,IN,,363530.0,IN,,400093.0,,IN,G/L Account,,,False,2025-05-21,,,,,PPIAND,PPRAND,,False,,,0,Released,,0,False,New,,,,Outgoing,,,,,0,,True,2025-07-20,,,2025-05-21,C006,0,,,{00000000-0000-0000-0000-000000000000},,,,2025-05-24,,2025-05-24,9920121947.0,31.0,,1,,,,,0,,,,,,,,False,,{00000000-0000-0000-0000-000000000000},Lowest Price,False,,0,0,B2B,Registered,False,,0,Nearest,,,False,,False,False,,24AAAFW2093H1Z9,MH,27AAICC3300Q1ZI,,,,,,0,,,False,,False,False,,,False,0,False,False,,0,0,False,GJ,,False,,False,False,,,False,,,,,PI/26/000030,,,2025-05-24,23,Late,2025-05,2025Q2,34.59
Order,PO/AND/26/00107,MAH-0371,MAH-0371,MAHAVIR TRADERS,,"810/811, SAMARTHA AANGAN, 1-B, LOKHANDWALA, ANDHERI (W),",,,,,,PM CONA Industries Pvt Ltd,,"28, Shreenath Industrial Estate","Off. Mahakali Caves Road, Mumbai",Mumbai,Saraswati Rawat,2025-05-01,,,Order PO/AND/26/00107,C006,2025-07-21,0,2025-05-22,,LF-AND-28,LF-AND-28,,RM,,0,False,MAH-0371,,,,,0,,,,,True,False,False,,,PPR/AND/26/00467,,,,70/25-26,,,,,DOMESTIC,,,IN,MAHAVIR TRADERS,,"810/811, SAMARTHA AANGAN, 1-B, LOKHANDWALA, ANDHERI (W),",,,,,,IN,,,IN,400093.0,,IN,G/L Account,,,False,2025-05-22,,,,,PPIAND,PPRAND,,False,,,0,Released,,0,False,New,,,,Outgoing,,,,,0,,True,2025-07-21,,,2025-05-22,C006,0,,,{00000000-0000-0000-0000-000000000000},,,,2025-05-22,,2025-05-22,9920121947.0,31.0,,1,,,,,0,,,,,,,,False,,{00000000-0000-0000-0000-000000000000},Lowest Price,False,,0,0,B2B,Registered,False,,0,Nearest,,,False,,False,False,,27AFVPK4136K1ZW,MH,27AAICC3300Q1ZI,,,,,,0,,,False,,False,False,,,False,0,False,False,,0,0,False,MH,,False,,False,False,,,False,,,,,PI/26/000030,,,2025-05-22,21,Late,2025-05,2025Q2,34.59
Order,PO/AND/26/00108,JAY-0335,JAY-0335,JAYESH INDUSTRIES,,"1 ST FLOOR, 38, BIBIJAN STREET, MUMBAI,",,Mumbai,,,,PM CONA Industries Pvt Ltd,,"28, Shreenath Industrial Estate","Off. Mahakali Caves Road, Mumbai",Mumbai,Saraswati Rawat,2025-05-01,,,Order PO/AND/26/00108,C006,2025-07-18,0,2025-05-19,,LF-AND-28,LF-AND-28,,RM,,0,False,JAY-0335,,,,,0,,,,,True,False,False,,,PPR/AND/26/00432,,,,25-26/1120,,,,,DOMESTIC,,,,JAYESH INDUSTRIES,,"1 ST FLOOR, 38, BIBIJAN STREET, MUMBAI,",,Mumbai,,400003.0,IN,,400003.0,IN,,400093.0,,IN,G/L Account,,,False,2025-05-19,,,,,PPIAND,PPRAND,,False,,,0,Released,,0,False,New,,,,Outgoing,,,,,0,,True,2025-07-18,,,2025-05-19,C006,0,,,{00000000-0000-0000-0000-000000000000},,,,2025-05-20,,2025-05-20,9920121947.0,31.0,,1,,,,,0,,,,,,,,False,,{00000000-0000-0000-0000-000000000000},Lowest Price,False,,0,0,B2B,Registered,False,,0,Nearest,,,False,,False,False,,27AAAFJ5010F1ZX,MH,27AAICC3300Q1ZI,,,,,,0,,,False,,False,False,,,False,0,False,False,,0,0,False,MH,,False,,False,False,,,False,,,,,PI/26/000030,,,2025-05-20,19,Late,2025-05,2025Q2,34.59
Order,PO/AND/26/00113,PEW-1029,PEW-1029,Parmar Engineering Works,,"GROUND FLOOR, 4, MADRASA ANJUMAN MASJID,GANDHI NAGAR","OPP. GARUDA PETROL PUMP,KANDIVALI WEAST",Kandivali (west),,,,PM CONA Industries Pvt Ltd,,"28, Shreenath Industrial Estate","Off. Mahakali Caves Road, Mumbai",Mumbai,Saraswati Rawat,2025-05-01,,,Order PO/AND/26/00113,C006,2025-07-13,0,2025-05-14,,LF-AND-28,LF-AND-28,,RM,,0,False,PEW-1029,,,,,0,,,,,True,False,False,,,PPR/AND/26/00342,,,,009/2025-26,,,,,DOMESTIC,,,,Parmar Engineering Works,,"GROUND FLOOR, 4, MADRASA ANJUMAN MASJID,GANDHI NAGAR","OPP. GARUDA PETROL PUMP,KANDIVALI WEAST",Kandivali (west),,400067.0,IN,,400067.0,IN,,400093.0,,IN,G/L Account,,,False,2025-05-14,,,,,PPIAND,PPRAND,,False,,,0,Released,,0,False,New,,,,Outgoing,,,,,0,,True,2025-07-13,,,2025-05-14,C006,0,,,{00000000-0000-0000-0000-000000000000},,,,2025-05-14,,2025-05-14,9920121947.0,31.0,,1,,,,,0,,,,,,,,False,,{00000000-0000-0000-0000-000000000000},Lowest Price,False,,0,0,B2B,Registered,False,,0,Nearest,,,False,,False,False,,27ALLPP4366N1ZA,MH,27AAICC3300Q1ZI,,,,,,0,,,False,,False,False,,,False,0,False,False,,0,0,False,MH,,False,,False,False,,,False,,,,,PI/26/000030,,,2025-05-14,13,Late,2025-05,2025Q2,34.59
Order,PO/AND/26/00114,KAL-501,KAL-501,KALA ENTERPRISES,,"3RD FLOOR, A-302, BHOOMIKANYA, FULL",,Virar,,,,PM CONA Industries Pvt Ltd,,"28, Shreenath Industrial Estate","Off. Mahakali Caves Road, Mumbai",Mumbai,Saraswati Rawat,2025-05-01,,,Order PO/AND/26/00114,C006,2025-07-22,0,2025-05-23,,LF-AND-28,LF-AND-28,,RM,,0,False,KAL-501,,,,,0,,,,,True,False,False,,,PPR/AND/26/00460,,,,277,,,,,DOMESTIC,,,,KALA ENTERPRISES,,"3RD FLOOR, A-302, BHOOMIKANYA, FULL",,Virar,,401303.0,IN,,401303.0,IN,,400093.0,,IN,G/L Account,,,False,2025-05-23,,,,,PPIAND,PPRAND,,False,,,0,Released,,0,False,New,,,,Outgoing,,,,,0,,True,2025-07-22,,,2025-05-23,C006,0,,,{00000000-0000-0000-0000-000000000000},,,,2025-05-23,,2025-05-23,9920121947.0,31.0,,1,,,,,0,,,,,,,,False,,{00000000-0000-0000-0000-000000000000},Lowest Price,False,,0,0,B2B,Registered,False,,0,Nearest,,,False,,False,False,,27ADIPY8951H1ZR,MH,27AAICC3300Q1ZI,,,,,,0,,,False,,False,False,,,False,0,False,False,,0,0,False,MH,,False,,False,False,,,False,,,,,PI/26/000030,,,2025-05-23,22,Late,2025-05,2025Q2,34.59
Order,PO/AND/26/00115,VAR-503,VAR-503,Vardan Enterprises,,Suryodaya co-op hsg soc. m.h.b. colonySarvodaya nagar jogeshwari east,,Jogeshwari (East),,,,PM CONA Industries Pvt Ltd,,"28, Shreenath Industrial Estate","Off. Mahakali Caves Road, Mumbai",Mumbai,Saraswati Rawat,2025-05-01,,,Order PO/AND/26/00115,C006,2025-07-01,0,2025-05-02,,LF-AND-28,LF-AND-28,,RM,,0,False,VAR-503,,,,,0,,,,,True,False,False,,,PPR/AND/26/00353,,,,375,,,,,DOMESTIC,,,,Vardan Enterprises,,Suryodaya co-op hsg soc. m.h.b. colonySarvodaya nagar jogeshwari east,,Jogeshwari (East),,400060.0,IN,,400060.0,IN,,400093.0,,IN,G/L Account,,,False,2025-05-02,,,,,PPIAND,PPRAND,,False,,,0,Released,,0,False,New,,,,Outgoing,,,,,0,,True,2025-07-01,,,2025-05-02,C006,0,,,{00000000-0000-0000-0000-000000000000},,,,2025-05-02,,2025-05-02,9920121947.0,31.0,,1,,,,,0,,,,,,,,False,,{00000000-0000-0000-0000-000000000000},Lowest Price,False,,0,0,B2B,Registered,False,,0,Nearest,,,False,,False,False,,27BJMPS6185E1ZN,MH,27AAICC3300Q1ZI,,,,,,0,,,False,,False,False,,,False,0,False,False,,0,0,False,MH,,False,,False,False,,,False,,,,,PI/26/000030,,,2025-05-02,1,On-Time,2025-05,2025Q2,34.59
Order,PO/AND/26/00116,HAR-0318,HAR-0318,HARIA METALS,,"10, SATYNAM ESTATESHANKER TEKRI UDYOGNAGAR",,Dared,,,,PM CONA Industries Pvt Ltd,,"28, Shreenath Industrial Estate","Off. Mahakali Caves Road, Mumbai",Mumbai,Saraswati Rawat,2025-05-01,,,Order PO/AND/26/00116,C006,2025-07-18,0,2025-05-19,,LF-AND-28,LF-AND-28,,RM,,0,False,HAR-0318,,,,,0,,,,,True,False,False,,,PPR/AND/26/00469,,,,38,,,,,DOMESTIC,,,,HARIA METALS,,"10, SATYNAM ESTATESHANKER TEKRI UDYOGNAGAR",,Dared,,361004.0,IN,,361004.0,IN,,400093.0,,IN,G/L Account,,,False,2025-05-19,,,,,PPIAND,PPRAND,,False,,,0,Released,,0,False,New,,,,Outgoing,,,,,0,,True,2025-07-18,,,2025-05-19,C006,0,,,{00000000-0000-0000-0000-000000000000},,,,2025-05-24,,2025-05-24,9920121947.0,31.0,,1,,,,,0,,,,,,,,False,,{00000000-0000-0000-0000-000000000000},Lowest Price,False,,0,0,B2B,Registered,False,,0,Nearest,,,False,,False,False,,24AAIPH7410F1Z4,MH,27AAICC3300Q1ZI,,,,,,0,,,False,,False,False,,,False,0,False,False,,0,0,False,GJ,,False,,False,False,,,False,,,,,PI/26/000030,,,2025-05-24,23,Late,2025-05,2025Q2,34.59
Order,PO/AND/26/00117,NEC-0993,NEC-0993,NECTAR BRASS INDUSTRIES,,"Special Shade No.418/4-A, Opp.Champion, Pad Lock,JAMNAGAR",,Dared,,,,PM CONA Industries Pvt Ltd,,"28, Shreenath Industrial Estate","Off. Mahakali Caves Road, Mumbai",Mumbai,Saraswati Rawat,2025-05-01,,,Order PO/AND/26/00117,C006,2025-06-30,0,2025-05-01,,LF-AND-28,LF-AND-28,,RM,,0,False,NEC-0993,,,,,0,,,,,True,False,False,,,PPR/AND/26/00327,,,,NBI016/2025-26,,,,,DOMESTIC,,,,NECTAR BRASS INDUSTRIES,,"Special Shade No.418/4-A, Opp.Champion, Pad Lock,JAMNAGAR",,Dared,,361004.0,IN,,361004.0,IN,,400093.0,,IN,G/L Account,,,False,2025-05-01,,,,,PPIAND,PPRAND,,False,,,0,Released,,0,False,New,,,,Outgoing,,,,,0,,True,2025-06-30,,,2025-05-01,C006,0,,,{00000000-0000-0000-0000-000000000000},,,,2025-05-06,,2025-05-06,9920121947.0,31.0,,1,,,,,0,,,,,,,,False,,{00000000-0000-0000-0000-000000000000},Lowest Price,False,,0,0,B2B,Registered,False,,0,Nearest,,,False,,False,False,,24ATGPS9665L1ZU,MH,27AAICC3300Q1ZI,,,,,,0,,,False,,False,False,,,False,0,False,False,,0,0,False,GJ,,False,,False,False,,,False,,,,,PI/26/000030,,,2025-05-06,5,On-Time,2025-05,2025Q2,34.59
